Species name,Genus,Major group
Ilex triflora,Ilex,Angiosperm
Ilex triflora var. kanehirae,Ilex,Angiosperm
Ilex triflora var. triflora,Ilex,Angiosperm
Ilex tsangii,Ilex,Angiosperm
Ilex tsangii var. guangxiensis,Ilex,Angiosperm
Ilex tsangii var. tsangii,Ilex,Angiosperm
Ilex tsiangiana,Ilex,Angiosperm
Ilex tsoi,Ilex,Angiosperm
Ilex tugitakayamensis,Ilex,Angiosperm
Ilex tutcheri,Ilex,Angiosperm
Ilex umbellulata,Ilex,Angiosperm
Ilex uraiensis,Ilex,Angiosperm
Ilex venosa,Ilex,Angiosperm
Ilex venulosa,Ilex,Angiosperm
Ilex venulosa var. simplicifrons,Ilex,Angiosperm
Ilex venulosa var. venulosa,Ilex,Angiosperm
Ilex verisimilis,Ilex,Angiosperm
Ilex viridis,Ilex,Angiosperm
Ilex wangiana,Ilex,Angiosperm
Ilex wardii,Ilex,Angiosperm
Ilex wattii,Ilex,Angiosperm
Ilex wenchowensis,Ilex,Angiosperm
Ilex wilsonii,Ilex,Angiosperm
Ilex wilsonii var. handel-mazzettii,Ilex,Angiosperm
Ilex wilsonii var. wilsonii,Ilex,Angiosperm
Ilex wuana,Ilex,Angiosperm
Ilex wugongshanensis,Ilex,Angiosperm
Ilex xiaojinensis,Ilex,Angiosperm
Ilex xizangensis,Ilex,Angiosperm
Ilex yangchunensis,Ilex,Angiosperm
Ilex yuana,Ilex,Angiosperm
Ilex yunnanensis,Ilex,Angiosperm
Ilex yunnanensis var. gentilis,Ilex,Angiosperm
Ilex yunnanensis var. parvifolia,Ilex,Angiosperm
Ilex yunnanensis var. paucidentata,Ilex,Angiosperm
Ilex yunnanensis var. yunnanensis,Ilex,Angiosperm
Ilex zhejiangensis,Ilex,Angiosperm
Mallotus anomalus,Mallotus,Angiosperm
Mallotus apelta,Mallotus,Angiosperm
Mallotus apelta var. apelta,Mallotus,Angiosperm
Mallotus apelta var. kwangsiensis,Mallotus,Angiosperm
Mallotus barbatus,Mallotus,Angiosperm
Mallotus barbatus var. barbatus,Mallotus,Angiosperm
Mallotus barbatus var. croizatianus,Mallotus,Angiosperm
Mallotus barbatus var. pedicellaris,Mallotus,Angiosperm
Mallotus conspurcatus,Mallotus,Angiosperm
Mallotus decipiens,Mallotus,Angiosperm
Mallotus dunnii,Mallotus,Angiosperm
Mallotus esquirolii,Mallotus,Angiosperm
Mallotus garrettii,Mallotus,Angiosperm
Mallotus japonicus,Mallotus,Angiosperm
Mallotus lianus,Mallotus,Angiosperm
Mallotus lotingensis,Mallotus,Angiosperm
Mallotus luchenensis,Mallotus,Angiosperm
Mallotus metcalfianus,Mallotus,Angiosperm
Mallotus microcarpus,Mallotus,Angiosperm
Mallotus millietii,Mallotus,Angiosperm
Mallotus millietii var. atrichus,Mallotus,Angiosperm
Mallotus millietii var. millietii,Mallotus,Angiosperm
Mallotus nepalensis,Mallotus,Angiosperm
Mallotus oreophilus,Mallotus,Angiosperm
Mallotus oreophilus var. latifolius,Mallotus,Angiosperm
Mallotus oreophilus var. oreophilus,Mallotus,Angiosperm
Mallotus pallidus,Mallotus,Angiosperm
Mallotus paniculatus,Mallotus,Angiosperm
Mallotus peltatus,Mallotus,Angiosperm
Mallotus philippensis,Mallotus,Angiosperm
Mallotus philippensis var. philippensis,Mallotus,Angiosperm
Mallotus philippensis var. reticulatus,Mallotus,Angiosperm
Mallotus repandus,Mallotus,Angiosperm
Mallotus repandus var. chrysocarpus,Mallotus,Angiosperm
Mallotus repandus var. repandus,Mallotus,Angiosperm
Mallotus repandus var. scabrifolius,Mallotus,Angiosperm
Mallotus roxburghianus,Mallotus,Angiosperm
Mallotus tenuifolius,Mallotus,Angiosperm
Mallotus tenuifolius var. castanopsis,Mallotus,Angiosperm
Mallotus tenuifolius var. paxii,Mallotus,Angiosperm
Mallotus tenuifolius var. subjaponicus,Mallotus,Angiosperm
Mallotus tenuifolius var. tenuifolius,Mallotus,Angiosperm
Mallotus tetracoccus,Mallotus,Angiosperm
Mallotus thorelii,Mallotus,Angiosperm
Mallotus tiliifolius,Mallotus,Angiosperm
Mallotus yunnanensis,Mallotus,Angiosperm
Dalbergia assamica,Dalbergia,Angiosperm
Dalbergia benthamii,Dalbergia,Angiosperm
Dalbergia burmanica,Dalbergia,Angiosperm
Dalbergia candenatensis,Dalbergia,Angiosperm
Dalbergia cultrata,Dalbergia,Angiosperm
Dalbergia dyeriana,Dalbergia,Angiosperm
Dalbergia hainanensis,Dalbergia,Angiosperm
Dalbergia hancei,Dalbergia,Angiosperm
Dalbergia henryana,Dalbergia,Angiosperm
Dalbergia hupeana,Dalbergia,Angiosperm
Dalbergia jingxiensis,Dalbergia,Angiosperm
Dalbergia kingiana,Dalbergia,Angiosperm
Dalbergia millettii,Dalbergia,Angiosperm
Dalbergia mimosoides,Dalbergia,Angiosperm
Dalbergia obtusifolia,Dalbergia,Angiosperm
Dalbergia odorifera,Dalbergia,Angiosperm
Dalbergia peishaensis,Dalbergia,Angiosperm
Dalbergia pinnata,Dalbergia,Angiosperm
Dalbergia polyadelpha,Dalbergia,Angiosperm
Dalbergia rimosa,Dalbergia,Angiosperm
Dalbergia sericea,Dalbergia,Angiosperm
Dalbergia sissoo,Dalbergia,Angiosperm
Dalbergia stenophylla,Dalbergia,Angiosperm
Dalbergia stipulacea,Dalbergia,Angiosperm
Dalbergia tonkinensis,Dalbergia,Angiosperm
Dalbergia tsoi,Dalbergia,Angiosperm
Dalbergia volubilis,Dalbergia,Angiosperm
Dalbergia ximengensis,Dalbergia,Angiosperm
Dalbergia yunnanensis,Dalbergia,Angiosperm
Styrax agrestis,Styrax,Angiosperm
Styrax argentifolius,Styrax,Angiosperm
Styrax bashanensis,Styrax,Angiosperm
Styrax benzoides,Styrax,Angiosperm
Styrax calvescens,Styrax,Angiosperm
Styrax chinensis,Styrax,Angiosperm
Styrax chrysocarpus,Styrax,Angiosperm
Styrax confusus,Styrax,Angiosperm
Styrax confusus var. confusus,Styrax,Angiosperm
Styrax confusus var. microphyllus,Styrax,Angiosperm
Styrax confusus var. superbus,Styrax,Angiosperm
Styrax dasyanthus,Styrax,Angiosperm
Styrax faberi,Styrax,Angiosperm
Styrax faberi var. amplexifolius,Styrax,Angiosperm
Styrax faberi var. faberi,Styrax,Angiosperm
Styrax faberi var. formosanus,Styrax,Angiosperm
Styrax formosanus,Styrax,Angiosperm
Styrax formosanus var. formosanus,Styrax,Angiosperm
Styrax formosanus var. hirtus,Styrax,Angiosperm
Styrax grandiflorus,Styrax,Angiosperm
Styrax hainanensis,Styrax,Angiosperm
Styrax hemsleyanus,Styrax,Angiosperm
Styrax huanus,Styrax,Angiosperm
Styrax japonicus,Styrax,Angiosperm
Styrax japonicus var. calycothrix,Styrax,Angiosperm
Styrax japonicus var. japonicus,Styrax,Angiosperm
Styrax limprichtii,Styrax,Angiosperm
Styrax macranthus,Styrax,Angiosperm
Styrax macrocarpus,Styrax,Angiosperm
Styrax obassis,Styrax,Angiosperm
Styrax odoratissimus,Styrax,Angiosperm
Styrax perkinsiae,Styrax,Angiosperm
Styrax roseus,Styrax,Angiosperm
Styrax rugosus,Styrax,Angiosperm
Styrax serrulatus,Styrax,Angiosperm
Styrax suberifolius,Styrax,Angiosperm
Styrax suberifolius var. hayataianus,Styrax,Angiosperm
Styrax suberifolius var. suberifolius,Styrax,Angiosperm
Styrax supaii,Styrax,Angiosperm
Styrax tonkinensis,Styrax,Angiosperm
Styrax wilsonii,Styrax,Angiosperm
Styrax wuyuanensis,Styrax,Angiosperm
Styrax zhejiangensis,Styrax,Angiosperm
Symplocos adenophylla,Symplocos,Angiosperm
Symplocos adenopus,Symplocos,Angiosperm
Symplocos anomala,Symplocos,Angiosperm
Symplocos atriolivacea,Symplocos,Angiosperm
Symplocos austrosinensis,Symplocos,Angiosperm
Symplocos chaoanensis,Symplocos,Angiosperm
Symplocos cochinchinensis,Symplocos,Angiosperm
Symplocos cochinchinensis var. angustifolia,Symplocos,Angiosperm
Symplocos cochinchinensis var. cochinchinensis,Symplocos,Angiosperm
Symplocos cochinchinensis var. laurina,Symplocos,Angiosperm
Symplocos cochinchinensis var. philippinensis,Symplocos,Angiosperm
Symplocos congesta,Symplocos,Angiosperm
Symplocos crassilimba,Symplocos,Angiosperm
Symplocos dolichotricha,Symplocos,Angiosperm
Symplocos dryophila,Symplocos,Angiosperm
Symplocos euryoides,Symplocos,Angiosperm
Symplocos fordii,Symplocos,Angiosperm
Symplocos fukienensis,Symplocos,Angiosperm
Symplocos glandulifera,Symplocos,Angiosperm
Symplocos glauca,Symplocos,Angiosperm
Symplocos glauca var. epapillata,Symplocos,Angiosperm
Symplocos glauca var. glauca,Symplocos,Angiosperm
Symplocos glomerata,Symplocos,Angiosperm
Symplocos groffii,Symplocos,Angiosperm
Symplocos hainanensis,Symplocos,Angiosperm
Symplocos heishanensis,Symplocos,Angiosperm
Symplocos hookeri,Symplocos,Angiosperm
Symplocos hookeri var. hookeri,Symplocos,Angiosperm
Symplocos hookeri var. tomentosa,Symplocos,Angiosperm
Symplocos lancifolia,Symplocos,Angiosperm
Symplocos lucida,Symplocos,Angiosperm
Symplocos menglianensis,Symplocos,Angiosperm
Symplocos modesta,Symplocos,Angiosperm
Symplocos nokoensis,Symplocos,Angiosperm
Symplocos ovatilobata,Symplocos,Angiosperm
Symplocos paucinervia,Symplocos,Angiosperm
Symplocos pendula,Symplocos,Angiosperm
Symplocos pendula var. hirtistylis,Symplocos,Angiosperm
Symplocos pendula var. pendula,Symplocos,Angiosperm
Symplocos pilosa,Symplocos,Angiosperm
Symplocos poilanei,Symplocos,Angiosperm
Symplocos pseudobarberina,Symplocos,Angiosperm
Symplocos pyrifolia,Symplocos,Angiosperm
Symplocos racemosa,Symplocos,Angiosperm
Symplocos ramosissima,Symplocos,Angiosperm
Symplocos spectabilis,Symplocos,Angiosperm
Symplocos stellaris,Symplocos,Angiosperm
Symplocos stellaris var. aenea,Symplocos,Angiosperm
Symplocos stellaris var. stellaris,Symplocos,Angiosperm
Symplocos sulcata,Symplocos,Angiosperm
Symplocos sumuntia,Symplocos,Angiosperm
Symplocos ulotricha,Symplocos,Angiosperm
Symplocos vacciniifolia,Symplocos,Angiosperm
Symplocos viridissima,Symplocos,Angiosperm
Symplocos wikstroemiifolia,Symplocos,Angiosperm
Symplocos xylopyrena,Symplocos,Angiosperm
Symplocos yangchunensis,Symplocos,Angiosperm
